date,last_transaction_price,max_price,min_price,avg_price,percentage,profit,total_profit,company_code
11.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
07.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
06.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
04.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
01.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
31.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
30.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
29.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
25.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
24.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
23.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
22.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
21.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
18.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
17.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
16.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
14.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
11.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
10.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
09.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
08.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
07.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
04.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
03.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
01.8.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
31.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
28.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
27.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
26.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
25.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
24.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
21.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
19.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
18.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
17.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
14.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
13.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
11.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
10.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
07.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
06.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
04.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
03.7.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
30.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
29.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
28.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
27.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
26.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
23.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
22.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
21.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
19.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
16.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
14.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
13.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
09.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
08.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
07.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
06.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.6.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
01.6.2023,"607,00","607,00","607,00","607,00","0,00",64.0,38.848,MZPU
31.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
30.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
29.5.2023,"607,00","607,00","607,00","607,00","0,00",25.0,15.175,MZPU
26.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
25.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
23.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
22.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
19.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
18.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
17.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
16.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
11.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
10.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
09.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
08.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
04.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
03.5.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
02.5.2023,"607,00","607,00","607,00","607,00","0,00",37.0,22.459,MZPU
28.4.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
27.4.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
26.4.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
25.4.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
24.4.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.4.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
